Wall time,Step,Value
1715714039.4496322,43,0.0
1715714044.8859305,95,0.015625
1715714052.4712505,168,0.015625
1715714058.93675,230,0.0234375
1715714059.4593217,235,0.015625
1715714063.5353124,274,0.0234375
1715714067.1870933,309,0.046875
1715714067.3955302,311,0.015625
1715714068.231065,319,0.0234375
1715714157.4059165,475,0.0234375
1715714163.8529227,537,0.046875
1715714168.4089863,580,0.03125
1715714169.150508,587,0.0234375
1715714174.240529,635,0.0234375
1715714175.6165943,648,0.0078125
1715714182.614106,715,0.0625
1715714183.4559453,723,0.046875
1715714230.4713695,809,0.046875
1715714233.429051,837,0.0390625
1715714252.1352768,1015,0.0625
1715714257.6059363,1067,0.046875
1715714261.6082675,1105,0.0546875
1715714308.25564,1181,0.015625
1715714316.9688554,1262,0.03125
1715714322.8633118,1317,0.015625
1715714323.1841395,1320,0.046875
1715714324.6803787,1334,0.0078125
1715714325.1057749,1338,0.03125
1715714330.1793435,1386,0.0625
1715714330.933349,1393,0.015625
1715714335.708573,1437,0.015625
1715714348.090021,1553,0.0546875
1715714404.8392925,1692,0.0234375
1715714409.4204404,1735,0.046875
1715714409.741133,1738,0.0546875
1715714421.1015122,1845,0.0078125
1715714424.5961258,1878,0.0390625
1715714428.8116477,1918,0.046875
1715714477.961955,2037,0.03125
1715714484.3508775,2097,0.0546875
1715714495.3574994,2200,0.0234375
1715714501.967278,2263,0.015625
1715714506.7078476,2308,0.03125
1715714551.337262,2390,0.0546875
1715714556.307205,2437,0.03125
1715714561.6109269,2486,0.0703125
1715714561.7184918,2487,0.046875
1715714562.9981906,2499,0.0390625
1715714566.5901256,2533,0.0390625
1715714582.891861,2686,0.03125
1715714630.126393,2741,0.0234375
1715714654.3947325,2968,0.015625
1715714661.964677,3039,0.0546875
1715714716.0105095,3162,0.015625
1715714723.6120534,3231,0.03125
1715714725.3675804,3247,0.0078125
1715714725.4790158,3248,0.0078125
1715714731.7604969,3306,0.0546875
1715714801.1977553,3619,0.046875
1715714801.4082234,3621,0.0546875
1715714806.6880703,3671,0.0234375
1715714814.1485863,3742,0.0234375
1715714821.8760102,3815,0.0625
1715714822.615009,3822,0.046875
1715714906.9944944,3929,0.0234375
1715714909.9107378,3957,0.0625
1715714918.320675,4037,0.03125
1715714924.8516097,4099,0.0390625
1715714935.140213,4197,0.0390625
1715714938.9506373,4233,0.03125
1715714983.981247,4318,0.0234375
1715714992.6778102,4401,0.015625
1715715002.306773,4493,0.0390625
1715715004.100532,4510,0.046875
1715715020.8741093,4669,0.03125
1715715021.7118464,4677,0.0078125
1715715070.5973387,4789,0.046875
1715715072.0721855,4803,0.0390625
1715715089.9626853,4972,0.0546875
1715715142.2280293,5107,0.0390625
1715715145.1401541,5135,0.046875
1715715167.328342,5346,0.0078125
1715715168.792738,5360,0.0234375
1715715226.8892365,5550,0.03125
1715715240.5279212,5680,0.046875
1715715245.1550488,5724,0.0234375
1715715254.1109812,5809,0.0234375
1715715259.9755352,5865,0.012500000186264515
1715715297.0407555,5872,0.015625
1715715300.8038557,5908,0.015625
1715715309.4949498,5991,0.046875
1715715331.5772138,6201,0.03125
1715715333.5685005,6220,0.03125
1715715377.6246076,6290,0.03125
1715715386.7504463,6377,0.0703125
1715715407.6072094,6575,0.0390625
1715715410.6716251,6604,0.0078125
1715715456.7810974,6700,0.03125
1715715458.0456376,6712,0.0078125
1715715473.072917,6855,0.03125
1715715484.845181,6967,0.0234375
1715715537.2810192,7115,0.0234375
1715715541.5798023,7156,0.0390625
1715715565.4011333,7383,0.0390625
1715715610.1340992,7461,0.0625
1715715610.4482949,7464,0.0234375
1715715612.0090292,7479,0.015625
1715715615.4404638,7512,0.015625
1715715644.4870098,7789,0.015625
1715715645.539221,7799,0.046875
1715715722.4361157,7834,0.0546875
1715715738.8965516,7992,0.03125
1715715746.7697372,8067,0.03125
1715715758.7129767,8181,0.015625
1715715798.7027893,8222,0.0546875
1715715813.5691414,8364,0.0234375
1715715814.093973,8369,0.0234375
1715715815.0419152,8378,0.0703125
1715715827.776328,8499,0.03125
1715715828.837628,8509,0.0234375
1715715838.6015053,8602,0.012500000186264515
1715715902.3525417,8879,0.0390625
1715715907.6175816,8929,0.03125
1715715908.3537936,8936,0.0234375
1715715949.9906745,8994,0.046875
1715715978.0902846,9261,0.0546875
1715716036.8003876,9469,0.03125
1715716045.819999,9555,0.0546875
1715716047.1784365,9568,0.0234375
1715716059.0124881,9681,0.015625
1715716060.899423,9699,0.015625
1715716111.8923943,9844,0.046875
1715716118.6098719,9908,0.046875
1715716197.5874252,10277,0.03125
1715716198.3199334,10284,0.015625
1715716210.4869978,10400,0.0390625
1715716218.8523638,10480,0.0390625
1715716223.3700864,10523,0.046875
1715716267.324267,10608,0.0546875
1715716272.2507904,10655,0.0234375
1715716283.0402517,10758,0.0546875
1715716283.1437218,10759,0.0546875
1715716285.442348,10781,0.046875
1715716292.7969337,10851,0.0390625
1715716298.2690475,10903,0.046875
1715716298.5850947,10906,0.0078125
1715716302.5853026,10944,0.0390625
1715716339.5554419,10967,0.03125
1715716340.3880155,10975,0.0546875
1715716345.1951332,11021,0.0390625
1715716353.7643461,11103,0.0390625
1715716355.748904,11122,0.03125
1715716422.8264394,11420,0.0234375
1715716428.360414,11473,0.015625
1715716430.4613843,11493,0.0234375
1715716433.7182682,11524,0.0546875
1715716434.662853,11533,0.0234375
1715716438.2338448,11567,0.0546875
1715716450.695566,11686,0.0546875
1715716530.4776297,11760,0.046875
1715716552.6144805,11970,0.0234375
1715716553.1377358,11975,0.0625
1715716607.1785362,12139,0.0390625
1715716609.870972,12165,0.015625
1715716623.083764,12291,0.0234375
1715716700.8428717,12672,0.046875
1715716722.523529,12878,0.046875
1715716764.512525,12940,0.046875
1715716774.4526584,13035,0.0703125
1715716777.267958,13062,0.0390625
1715716779.468515,13083,0.046875
1715716780.7276554,13095,0.0234375
1715716782.3049152,13110,0.03125
1715716851.219174,13403,0.03125
1715716861.9588642,13505,0.015625
1715716866.386674,13547,0.0703125
1715716871.7324429,13598,0.03125
1715716874.1520374,13621,0.0078125
1715716880.3828225,13680,0.0234375
1715716929.768692,13811,0.046875
1715716937.5590196,13885,0.0234375
1715716994.116464,14081,0.046875
1715717008.870015,14222,0.0390625
1715717016.4981022,14295,0.0234375
1715717019.2221181,14321,0.015625
1715717021.1144757,14339,0.015625
1715717027.3187678,14398,0.03125
1715717032.5623715,14448,0.0390625
1715717089.1833925,14633,0.03125
1715717089.8169525,14639,0.0390625
1715717092.980507,14669,0.0390625
1715717093.928875,14678,0.03125
1715717094.9827971,14688,0.0390625
1715717104.6880972,14780,0.015625
1715717105.6363664,14789,0.0390625
1715717107.8429503,14810,0.03125
1715717154.3887165,14874,0.046875
1715717156.3613486,14893,0.0625
1715717177.183343,15091,0.0234375
1715717186.6187694,15181,0.0234375
1715717231.9887037,15267,0.0078125
1715717238.053371,15325,0.046875
1715717253.6952899,15474,0.0234375
1715717253.9038455,15476,0.0625
1715717257.2528226,15508,0.03125
1715717356.6095393,15741,0.0390625
1715717359.1352227,15765,0.0703125
1715717383.1550367,15994,0.0625
1715717431.033373,16096,0.046875
1715717433.2602234,16117,0.0703125
1715717447.2784784,16250,0.09375
1715717454.8420854,16322,0.046875
1715717457.1727915,16344,0.0234375
1715717463.8692074,16407,0.0390625
1715717512.6793652,16506,0.015625
1715717532.9895551,16698,0.046875
1715717544.8063052,16810,0.0
1715717588.0905209,16858,0.0078125
1715717592.4702814,16900,0.03125
1715717609.9835274,17067,0.046875
1715717613.241184,17098,0.046875
1715717665.9521945,17240,0.0390625
1715717671.4748685,17293,0.015625
1715717674.130618,17318,0.046875
1715717676.4750366,17340,0.0234375
1715717687.5579896,17445,0.0390625
1715717698.064168,17544,0.03125
1715717699.563658,17558,0.0234375
1715717702.6567976,17587,0.0546875
1715717703.4735982,17595,0.03750000149011612
1715717744.3390574,17624,0.0390625
1715717754.743417,17723,0.03125
1715717779.0281749,17954,0.0390625
1715717822.7819762,18019,0.0078125
1715717827.7167175,18066,0.0078125
1715717848.7394266,18265,0.046875
1715717854.4232917,18319,0.03125
1715717904.342647,18452,0.0546875
1715717919.1261935,18593,0.03125
1715717981.860054,18846,0.046875
1715717993.6809387,18959,0.0546875
1715718010.2966835,19117,0.0390625
1715718053.8005006,19170,0.0390625
1715718064.4500303,19272,0.03125
1715718091.7578037,19532,0.0703125
1715718177.9514716,19641,0.03125
1715718179.4213157,19655,0.0390625
1715718187.565015,19732,0.046875
1715718199.6614084,19847,0.0078125
1715718209.3205495,19939,0.015625
1715718252.681448,19996,0.03125
1715718256.861719,20036,0.0703125
1715718258.750306,20054,0.0625
1715718259.696961,20063,0.0390625
1715718267.6776636,20139,0.03125
1715718278.7770827,20245,0.0546875
1715718279.0925965,20248,0.0
1715718279.6191854,20253,0.0703125
1715718287.094773,20324,0.0546875
1715718334.3790748,20441,0.0546875
1715718339.109878,20486,0.03125
1715718344.7698355,20540,0.046875
1715718344.8754687,20541,0.03125
1715718347.1803827,20563,0.0234375
