Wall time,Step,Value
1715707536.9401746,43,0.3203125
1715707537.1879692,46,0.34375
1715707538.9245572,72,0.34375
1715707540.0189097,95,0.3984375
1715707543.6042473,168,0.3984375
1715707546.5025406,230,0.46875
1715707546.7646184,235,0.5078125
1715707547.7686675,256,0.4765625
1715707548.6843324,274,0.4375
1715707551.256626,309,0.4765625
1715707551.410298,311,0.4453125
1715707552.0605142,319,0.4140625
1715707564.2465959,475,0.46875
1715707568.8143003,537,0.5
1715707571.2615838,580,0.5859375
1715707571.6502128,587,0.484375
1715707573.9655561,635,0.6015625
1715707574.5983126,648,0.5703125
1715707575.7730708,672,0.6328125
1715707577.9022686,715,0.5703125
1715707578.249398,723,0.515625
1715707582.4385812,786,0.578125
1715707583.9283047,803,0.5703125
1715707584.379164,809,0.5859375
1715707586.2655103,837,0.546875
1715707592.832482,972,0.546875
1715707594.8840437,1015,0.5234375
1715707598.403436,1067,0.5703125
1715707601.5373104,1105,0.625
1715707605.7262373,1181,0.546875
1715707609.658464,1262,0.59375
1715707612.451586,1317,0.5859375
1715707612.60998,1320,0.5625
1715707613.7895694,1334,0.5859375
1715707614.0306265,1338,0.65625
1715707618.0316162,1386,0.6171875
1715707618.3987477,1393,0.65625
1715707620.5334237,1437,0.6640625
1715707621.9612367,1467,0.6640625
1715707624.8025677,1524,0.609375
1715707626.2592707,1553,0.640625
1715707627.2792683,1569,0.5625
1715707627.961508,1585,0.5703125
1715707635.5784109,1692,0.609375
1715707637.8020468,1735,0.578125
1715707637.9575753,1738,0.5546875
1715707643.0844328,1845,0.6484375
1715707644.229584,1867,0.6796875
1715707644.888316,1878,0.6484375
1715707648.015461,1918,0.6484375
1715707649.5963087,1935,0.5703125
1715707650.6906264,1948,0.609375
1715707655.392583,2037,0.6953125
1715707658.3404973,2097,0.734375
1715707663.8895228,2188,0.6953125
1715707664.913756,2200,0.6875
1715707667.6155899,2232,0.7265625
1715707667.9105399,2238,0.6484375
1715707669.207029,2263,0.7421875
1715707671.3629436,2308,0.6875
1715707675.7133305,2390,0.6640625
1715707678.2226603,2437,0.6328125
1715707679.5460212,2454,0.6640625
1715707679.7101793,2456,0.6796875
1715707680.0406961,2461,0.7109375
1715707682.1996288,2486,0.6640625
1715707682.3867013,2487,0.7109375
1715707683.4764428,2499,0.6796875
1715707683.7878337,2504,0.7265625
1715707685.2857313,2533,0.7734375
1715707686.0326605,2548,0.7578125
1715707686.300028,2554,0.65625
1715707696.2513356,2686,0.6796875
1715707700.7876613,2741,0.734375
1715707712.8717246,2968,0.7734375
1715707718.0324988,3039,0.7734375
1715707718.1704948,3042,0.7109375
1715707720.9633317,3100,0.7265625
1715707724.3215654,3162,0.796875
1715707728.3606324,3231,0.7265625
1715707729.3155513,3245,0.7265625
1715707729.5257282,3247,0.703125
1715707729.5708232,3248,0.734375
1715707733.973573,3306,0.765625
1715707742.6302474,3481,0.8046875
1715707752.1636047,3619,0.7421875
1715707752.2761564,3621,0.75
1715707754.7642477,3671,0.78125
1715707758.3895228,3742,0.7578125
1715707761.6875076,3794,0.8359375
1715707763.372083,3815,0.8046875
1715707764.0195494,3822,0.796875
1715707772.7035081,3929,0.7265625
1715707774.049745,3957,0.8359375
1715707775.4227438,3985,0.71875
1715707779.2011485,4037,0.84375
1715707783.6120813,4099,0.7890625
1715707788.602157,4197,0.78125
1715707790.1972456,4228,0.78125
1715707790.4385638,4233,0.765625
1715707796.3244898,4318,0.78125
1715707796.6110551,4320,0.7890625
1715707801.5642893,4401,0.78125
1715707806.3102212,4493,0.8125
1715707807.1661584,4510,0.796875
1715707808.1745548,4531,0.7890625
1715707817.242681,4665,0.7421875
1715707817.4683108,4669,0.828125
1715707817.9816604,4677,0.7578125
1715707826.6184056,4789,0.8046875
1715707827.702079,4803,0.7578125
1715707830.8532822,4841,0.7265625
1715707831.8134542,4853,0.7890625
1715707833.982485,4895,0.8203125
1715707837.9313788,4972,0.8203125
1715707841.840697,5051,0.796875
1715707841.9846396,5053,0.7578125
1715707846.4485488,5107,0.859375
1715707848.7709103,5135,0.84375
1715707853.950549,5240,0.71875
1715707859.5065968,5346,0.7890625
1715707860.5482717,5360,0.7265625
1715707865.5296748,5421,0.875
1715707872.258958,5550,0.7578125
1715707880.556029,5680,0.7890625
1715707883.6088202,5724,0.84375
1715707887.886315,5809,0.8046875
1715707888.8965485,5829,0.84375
1715707890.5099502,5865,0.8500000238418579
1715707891.2055712,5872,0.84375
1715707893.379156,5908,0.8125
1715707895.0003178,5929,0.75
1715707899.8476317,5991,0.8046875
1715707900.8275747,6011,0.8359375
1715707906.4313073,6122,0.78125
1715707906.9132512,6132,0.7421875
1715707911.194968,6201,0.859375
1715707912.2977557,6214,0.8125
1715707912.6726134,6220,0.8046875
1715707913.7173645,6233,0.78125
1715707917.566141,6290,0.828125
1715707918.7811954,6313,0.71875
1715707922.0494626,6377,0.84375
1715707931.7666903,6521,0.828125
1715707934.5761251,6575,0.828125
1715707936.0683382,6604,0.828125
1715707939.0083659,6658,0.8125
1715707940.9666214,6697,0.7734375
1715707941.098475,6700,0.84375
1715707941.734299,6712,0.796875
1715707943.9658654,6743,0.796875
1715707951.5492969,6855,0.7421875
1715707956.9705024,6967,0.8515625
1715707958.304901,6993,0.8203125
1715707959.7355714,7015,0.796875
1715707965.521801,7107,0.8828125
1715707965.90727,7115,0.8515625
1715707967.9526198,7156,0.8671875
1715707972.7013402,7248,0.765625
1715707977.8315027,7312,0.8515625
1715707980.478608,7360,0.8046875
1715707981.6302938,7383,0.828125
1715707982.6113024,7402,0.8046875
1715707985.378215,7451,0.828125
1715707985.849683,7461,0.7890625
1715707985.9716125,7464,0.828125
1715707986.7305424,7479,0.8984375
1715707988.396622,7512,0.8515625
1715708002.1776853,7688,0.8984375
1715708002.563635,7694,0.8359375
1715708005.793971,7761,0.8125
1715708007.7436056,7789,0.875
1715708008.4041479,7799,0.8359375
1715708013.3952935,7834,0.75
1715708021.8945825,7992,0.7890625
1715708024.6386642,8027,0.8046875
1715708027.5415452,8067,0.859375
1715708033.1848006,8181,0.859375
1715708035.4412446,8222,0.859375
1715708043.666188,8335,0.796875
1715708045.2026057,8364,0.859375
1715708045.4852145,8369,0.7578125
1715708045.8312685,8378,0.8203125
1715708050.357885,8468,0.8046875
1715708050.4755664,8471,0.8203125
1715708051.910548,8499,0.7421875
1715708052.3991485,8509,0.828125
1715708056.2043898,8567,0.8515625
1715708059.1015682,8602,0.862500011920929
1715708061.280716,8636,0.8203125
1715708064.3926027,8696,0.90625
1715708070.9560015,8820,0.8359375
1715708075.59181,8879,0.796875
1715708076.9935474,8905,0.8671875
1715708077.1996293,8908,0.796875
1715708078.224336,8929,0.828125
1715708078.632471,8936,0.84375
1715708081.6564953,8994,0.859375
1715708081.9748282,9000,0.8671875
1715708084.815483,9056,0.8046875
1715708097.5743012,9261,0.859375
1715708100.3332698,9317,0.8671875
1715708101.813441,9349,0.8515625
1715708108.6431823,9436,0.8671875
1715708110.4124713,9469,0.8671875
1715708114.3782575,9548,0.8984375
1715708114.7207782,9555,0.8203125
1715708115.3391414,9568,0.8828125
1715708118.2234545,9628,0.8203125
1715708120.165848,9658,0.8515625
1715708121.8452346,9681,0.8828125
1715708123.135513,9699,0.8125
1715708131.546582,9844,0.890625
1715708134.6865802,9908,0.828125
1715708144.6075096,10059,0.875
1715708145.896428,10085,0.84375
1715708157.6462326,10277,0.8515625
1715708158.2672563,10284,0.8359375
1715708164.0504756,10397,0.859375
1715708164.1574144,10400,0.890625
1715708165.1202974,10421,0.828125
1715708168.0796425,10480,0.875
1715708168.548832,10490,0.8828125
1715708171.0928466,10523,0.890625
1715708176.5582867,10608,0.84375
1715708178.1682703,10639,0.8984375
1715708178.945523,10655,0.859375
1715708179.693474,10672,0.8359375
1715708181.600307,10712,0.8359375
1715708183.8364673,10758,0.84375
1715708183.9232085,10759,0.8046875
1715708185.494271,10781,0.8359375
1715708188.042617,10816,0.859375
1715708190.386556,10842,0.8671875
1715708190.90923,10851,0.8984375
1715708193.4582546,10903,0.828125
1715708193.6035078,10906,0.84375
1715708195.1774418,10940,0.875
1715708195.3585408,10944,0.875
1715708196.7653155,10967,0.875
1715708197.056503,10973,0.78125
1715708197.122499,10975,0.875
1715708199.4844844,11021,0.8046875
1715708205.2798638,11103,0.8515625
1715708206.9578493,11122,0.8125
1715708207.536228,11131,0.84375
1715708210.8335342,11199,0.84375
1715708210.9134777,11201,0.8671875
1715708213.8484368,11261,0.890625
1715708224.5329056,11420,0.8828125
1715708227.0683858,11473,0.8515625
1715708228.113315,11493,0.8515625
1715708229.5805798,11524,0.8515625
1715708230.0231268,11533,0.859375
1715708230.881535,11550,0.8671875
1715708231.6380937,11567,0.890625
1715708237.1296194,11649,0.921875
1715708238.8675227,11672,0.890625
1715708239.9648156,11686,0.859375
1715708246.2771122,11760,0.9140625
1715708252.72415,11874,0.84375
1715708258.9606256,11970,0.859375
1715708259.2084718,11975,0.8125
1715708261.029572,12011,0.7890625
1715708262.5572867,12042,0.859375
1715708268.1556206,12139,0.8671875
1715708270.1748972,12165,0.875
1715708270.565151,12169,0.921875
1715708271.98381,12185,0.8671875
1715708274.3071508,12227,0.9296875
1715708277.568606,12291,0.875
1715708277.701559,12294,0.875
1715708278.4907622,12310,0.90625
1715708283.627256,12406,0.859375
1715708287.8801544,12459,0.8984375
1715708293.3329687,12554,0.8671875
1715708299.2406173,12672,0.8828125
1715708301.5612996,12700,0.875
1715708310.8015203,12806,0.921875
1715708314.394142,12878,0.8828125
1715708317.6675594,12940,0.8828125
1715708322.4969893,13018,0.84375
1715708323.7716813,13035,0.8984375
1715708326.0837421,13062,0.875
1715708327.1402524,13083,0.890625
1715708327.71575,13095,0.890625
1715708328.499288,13110,0.8984375
1715708328.6725123,13114,0.90625
1715708329.5274951,13131,0.8828125
1715708331.2552843,13167,0.8671875
1715708333.2156284,13207,0.859375
1715708334.959401,13240,0.8515625
1715708343.0468981,13350,0.828125
1715708345.59074,13403,0.921875
1715708345.79121,13407,0.90625
