Wall time,Step,Value
1715073074.9087982,43,0.0234375
1715073080.246628,95,0.015625
1715073087.690972,168,0.0
1715073094.036465,230,0.0234375
1715073094.5474706,235,0.0
1715073098.535012,274,0.0078125
1715073102.1165671,309,0.015625
1715073102.3200185,311,0.015625
1715073103.1409109,319,0.015625
1715073152.3002572,475,0.0234375
1715073158.6830199,537,0.0078125
1715073163.095083,580,0.015625
1715073163.8156466,587,0.0078125
1715073168.7535214,635,0.0
1715073170.0916955,648,0.0078125
1715073176.9968593,715,0.03125
1715073177.8198044,723,0.0078125
1715073202.9726994,809,0.015625
1715073205.849088,837,0.015625
1715073224.1879876,1015,0.0078125
1715073229.5703034,1067,0.015625
1715073233.5027206,1105,0.0078125
1715073257.0162225,1181,0.015625
1715073265.299256,1262,0.03125
1715073270.948383,1317,0.03125
1715073271.2566092,1320,0.0078125
1715073272.6948268,1334,0.0078125
1715073273.1059232,1338,0.046875
1715073278.043664,1386,0.0234375
1715073278.7624342,1393,0.015625
1715073283.286191,1437,0.015625
1715073295.2508862,1553,0.0078125
1715073325.2846303,1692,0.0078125
1715073329.70983,1735,0.0390625
1715073330.01813,1738,0.015625
1715073341.1567018,1845,0.015625
1715073344.6028864,1878,0.015625
1715073348.783926,1918,0.0078125
1715073376.582013,2037,0.015625
1715073382.8142555,2097,0.0234375
1715073393.528783,2200,0.0234375
1715073400.0763156,2263,0.03125
1715073404.7603345,2308,0.0546875
1715073428.8828926,2390,0.03125
1715073433.737313,2437,0.0390625
1715073438.7979522,2486,0.015625
1715073438.9018228,2487,0.015625
1715073440.1438465,2499,0.0
1715073443.6666331,2533,0.03125
1715073459.5068262,2686,0.015625
1715073481.1333225,2741,0.0234375
1715073504.5454555,2968,0.0546875
1715073511.9038363,3039,0.015625
1715073540.209653,3162,0.015625
1715073547.3463483,3231,0.015625
1715073549.000676,3247,0.0234375
1715073549.103471,3248,0.0234375
1715073555.0990052,3306,0.015625
1715073603.4040635,3619,0.0390625
1715073603.6103559,3621,0.015625
1715073608.766262,3671,0.0234375
1715073616.100414,3742,0.0546875
1715073623.6556985,3815,0.0390625
1715073624.3786407,3822,0.03125
1715073667.4263031,3929,0.03125
1715073670.300423,3957,0.015625
1715073678.5433903,4037,0.03125
1715073684.9408915,4099,0.0234375
1715073695.0573044,4197,0.015625
1715073698.7780533,4233,0.03125
1715073723.405802,4318,0.0078125
1715073731.980225,4401,0.0234375
1715073741.50427,4493,0.0078125
1715073743.2652435,4510,0.0390625
1715073759.764529,4669,0.0078125
1715073760.5954082,4677,0.0234375
1715073788.2210968,4789,0.0078125
1715073789.6659074,4803,0.015625
1715073807.145745,4972,0.0234375
1715073837.292004,5107,0.0625
1715073840.1948538,5135,0.046875
1715073862.1551154,5346,0.015625
1715073863.6182733,5360,0.0078125
1715073901.0153894,5550,0.0390625
1715073914.4326875,5680,0.0703125
1715073918.9840863,5724,0.03125
1715073927.8078296,5809,0.0234375
1715073933.5798004,5865,0.05000000074505806
1715073950.2879298,5872,0.015625
1715073953.99811,5908,0.0390625
1715073962.5784607,5991,0.03125
1715073984.3381448,6201,0.0625
1715073986.3084872,6220,0.046875
1715074009.4442382,6290,0.0546875
1715074018.4264371,6377,0.0390625
1715074038.9400291,6575,0.0078125
1715074041.953942,6604,0.03125
1715074067.9875762,6700,0.0234375
1715074069.222767,6712,0.0234375
1715074084.0265136,6855,0.0390625
1715074095.6311274,6967,0.03125
1715074126.6471274,7115,0.0234375
1715074130.8841088,7156,0.046875
1715074154.4074836,7383,0.0390625
1715074178.1954122,7461,0.046875
1715074178.503505,7464,0.0625
1715074180.0495806,7479,0.0390625
1715074183.455814,7512,0.0703125
1715074212.160767,7789,0.03125
1715074213.200314,7799,0.0546875
1715074248.315722,7834,0.0625
1715074264.6122067,7992,0.0234375
1715074272.374044,8067,0.0703125
1715074284.1794915,8181,0.03125
1715074304.2102637,8222,0.078125
1715074318.871477,8364,0.0390625
1715074319.388646,8369,0.0390625
1715074320.3163798,8378,0.0546875
1715074332.8572106,8499,0.0859375
1715074333.8927305,8509,0.03125
1715074343.49891,8602,0.05000000074505806
1715074387.8976097,8879,0.046875
1715074393.0886178,8929,0.046875
1715074393.8153532,8936,0.0703125
1715074415.9044023,8994,0.125
1715074443.5452917,9261,0.015625
1715074480.982898,9469,0.046875
1715074489.887089,9555,0.0546875
1715074491.2327402,9568,0.0546875
1715074502.9518867,9681,0.0546875
1715074504.8221452,9699,0.0625
1715074535.6956184,9844,0.046875
1715074542.3191164,9908,0.0546875
1715074596.23742,10277,0.0234375
1715074596.9613883,10284,0.046875
1715074608.9653134,10400,0.015625
1715074617.2537687,10480,0.0859375
1715074621.7161021,10523,0.046875
1715074646.2135825,10608,0.0390625
1715074651.0667248,10655,0.0546875
1715074661.7421353,10758,0.0546875
1715074661.8455815,10759,0.0625
1715074664.1302686,10781,0.015625
1715074671.3903196,10851,0.078125
1715074676.8000546,10903,0.0078125
1715074677.1121762,10906,0.0625
1715074681.0822008,10944,0.0703125
1715074699.105816,10967,0.0546875
1715074699.9359744,10975,0.0546875
1715074704.7015967,11021,0.09375
1715074713.207366,11103,0.046875
1715074715.1836572,11122,0.0390625
1715074761.7025824,11420,0.0625
